CODIGO_ARTICULO;ARTICULO;Presentacion;COD_GRUPO;GRUPO;CODIGO_SUBGRUPO;SUBGRUPO;CODIGO_FAMILIA;FAMILIA;EMBALAJE;CatCod;categoria;SubCatCod;subcategoria
106017;BLX LIMPIAPIS VIBRANTE 900ML;"12 UND X 900 CC                                             ";106;BRINSA;"106-318        ";"LIMPIA PISOS                ";"106-318-2292   ";"BLX LIMPIAPISO VIBRANTE                 ";12;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106018;BLX LIMPIAPIS VIBRANTE 450ML;"24 UND X 450 CC                                             ";106;BRINSA;"106-318        ";"LIMPIA PISOS                ";"106-318-2292   ";"BLX LIMPIAPISO VIBRANTE                 ";24;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106020;OF 12 LIMPIAPIS X 200 GTS 2 BLX PN X 500;1 OF X CAJA;106;BRINSA;"106-318        ";"LIMPIA PISOS                ";"106-318-2289   ";"BLX LIMPIAPISO RELAJANTE                ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106021;BLX LIMPIAPIS RELAJANTE DOYPACK X 1500;8 UND X 1500 ML;106;BRINSA;"106-318        ";"LIMPIA PISOS                ";"106-318-2289   ";"BLX LIMPIAPISO RELAJANTE                ";8;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106022;BLX LIMPIAPIS VIBRANTE DOYPACK X 1500;8 UND X 1500 ML;106;BRINSA;"106-318        ";"LIMPIA PISOS                ";"106-318-2292   ";"BLX LIMPIAPISO VIBRANTE                 ";8;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106023;OF DUO PACK BLX LIMP RELAJANTE X 1500;"4 OF X CAJA                                                 ";106;BRINSA;"106-318        ";"LIMPIA PISOS                ";"106-318-2289   ";"BLX LIMPIAPISO RELAJANTE                ";4;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106024;OF DUO PACK BLX LIMP VIBRANTE X 1500;"4 OF X CAJA                                                 ";106;BRINSA;"106-318        ";"LIMPIA PISOS                ";"106-318-2292   ";"BLX LIMPIAPISO VIBRANTE                 ";4;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106025;DESM ROPA COLOR FLORAL X500 CC;"1 CJ X 12 UDS                                               ";106;BRINSA;"106-441        ";"ROPA COLOR                  ";"106-441-0424   ";"ROPA COLOR                              ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106027;OF LIMPISOS VIBRANT BOT 1800 + DP 1500 ML;"3 OF X CAJA                                                 ";106;BRINSA;"106-318        ";"LIMPIA PISOS                ";"106-318-2292   ";"BLX LIMPIAPISO VIBRANTE                 ";3;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106030;BLANCOX PODER NATURAL X 500 CC;"1 CJA x 24 UDS                                              ";106;BRINSA;"106-011        ";"BLANQUEADORES               ";"106-011-0410   ";"PRES. X 500CC                           ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106035;BLANCOX LIMON FUSION X 500 CC;"1 CJA x 24 UDS                                              ";106;BRINSA;"106-011        ";"BLANQUEADORES               ";"106-011-0410   ";"PRES. X 500CC                           ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106040;BLANCOX FLORAL VITAL X 500 CC;"1 CJA x 24 UDS                                              ";106;BRINSA;"106-011        ";"BLANQUEADORES               ";"106-011-0410   ";"PRES. X 500CC                           ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106047;BLANCOX LAVANDA SPLASH X 2000 CC;"1 CJA x 8 UDS                                               ";106;BRINSA;"106-011        ";"BLANQUEADORES               ";"106-011-0416   ";"PRES. 2000CC                            ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106071;BLANCOX RPTO SURTIDO X 500 CC;"1 CJx 6DP x4UDS                                             ";106;BRINSA;"106-011        ";"BLANQUEADORES               ";"106-011-0425   ";"REPUESTOS                               ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106093;BL.ROPA COLOR FLORAL X 500 CC 1/2 CJTAT;"2MEDCJ X 6 UDS                                              ";106;BRINSA;"106-441        ";"ROPA COLOR                  ";"106-441-0424   ";"ROPA COLOR                              ";2;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106121;BLX DESM ROPA COLOR DOY PACK X 1500 ML;8 UND X 1500 ML;106;BRINSA;"106-441        ";"ROPA COLOR                  ";"106-441-0424   ";"ROPA COLOR                              ";8;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106148;BLANCOX PODER NATURAL COJIN X100 CC;"1CJX12BLX12UDS                                              ";106;BRINSA;"106-011        ";"BLANQUEADORES               ";"106-011-0425   ";"REPUESTOS                               ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106152;BLANCOX PODER NATURAL COJIN X100 - TAT;12 BLS X 12 UND;106;BRINSA;"106-011        ";"BLANQUEADORES               ";"106-011-0425   ";"REPUESTOS                               ";12;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106163;OF BLXLIMON2000ML+BLXPN500ML;"1 CJA X 6 OF                                                ";106;BRINSA;"106-011        ";"BLANQUEADORES               ";"106-011-0416   ";"PRES. 2000CC                            ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106164;OF LIMPISOS VIBRANT PG1300 LLV1800ML;"6 UND X 1800 CC                                             ";106;BRINSA;"106-318        ";"LIMPIA PISOS                ";"106-318-2292   ";"BLX LIMPIAPISO VIBRANTE                 ";6;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106167;OF LIMPISOS RELAJ PG1300 LLVE1800ML;"6 UND X 1800 CC                                             ";106;BRINSA;"106-318        ";"LIMPIA PISOS                ";"106-318-2289   ";"BLX LIMPIAPISO RELAJANTE                ";6;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106182;"OF LZC AVENA 2 X 800GR                  ";"6 OF X CAJA                                                 ";106;BRINSA;"106-127        ";"LAVA  PLATOS                ";"106-127-1036   ";"CREMA                                   ";6;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106187;OF BLX LIMON MEGA OF X 2000ML $ ESP;"1 CAJA X 8 UND                                              ";106;BRINSA;"106-011        ";"BLANQUEADORES               ";"106-011-0416   ";"PRES. 2000CC                            ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106189;BL ROPA COLOR FLORAL X2000CC $ESP;"1 CAJA X 8 UND                                              ";106;BRINSA;"106-441        ";"ROPA COLOR                  ";"106-441-0424   ";"ROPA COLOR                              ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106231;DETG LIQ REG BLANCOX X 3800 LT;"4 UND X CAJA                                                ";106;BRINSA;106-023;DETERGENTE;106-023-1119;LIQUIDO;4;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106232;OF. DESM ROPA COLOR 2000+2000 ML;"1 CAJA X 4 UND                                              ";106;BRINSA;"106-441        ";"ROPA COLOR                  ";"106-441-0424   ";"ROPA COLOR                              ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106243;SAL REFIS FINAS HIERBAS BAJA Na;"3DPX12UNDX50GR                                              ";106;BRINSA;"106-012        ";"SAL                         ";"106-012-0127   ";"SABORIZADAS                             ";3;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106245;SAL REFISAL AJO BAJA Na;"3DPX12UNDX50GR                                              ";106;BRINSA;"106-012        ";"SAL                         ";"106-012-0127   ";"SABORIZADAS                             ";3;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106251;SAL REFISAL LIGHT DOYPACK X 500 GR;"12 UND X CAJA                                               ";106;BRINSA;106-014;REFISAL LIGHT;106-014-0823;LIGHT;12;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106252;SAL REFISAL LIGHT BARRIL X 500 GR;"12 UND X CAJA                                               ";106;BRINSA;106-014;REFISAL LIGHT;106-014-0823;LIGHT;12;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106253;SALERO REFISAL LIGHT X 120 GR;"24 UND X CAJA                                               ";106;BRINSA;106-014;REFISAL LIGHT;106-014-0823;LIGHT;24;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106254;SAL REFISAL LIGHT DP 500 + SALERO 120GR;"12 OF X CAJA                                                ";106;BRINSA;106-014;REFISAL LIGHT;106-014-0823;LIGHT;12;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106255;SAL REFISAL LIGTH BLS X 800 GR;"1PQX10UNDX800GR                                             ";106;BRINSA;106-014;REFISAL LIGHT;106-014-0823;LIGHT;1;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106256;SAL REFISAL LIGHT BLS X 400 GR;1PQX15UNDX400GR;106;BRINSA;106-014;REFISAL LIGHT;106-014-0823;LIGHT;1;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106257;SAL REFISAL MARINA CJAX800GR;"12 CJA X 800 GR                                             ";106;BRINSA;"106-012        ";"SAL                         ";"106-012-0123   ";"MARINA                                  ";12;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106263;LOZA CREM LIQ ALOE X 850 GT ESPONJ;"12 UDS X 850 ML                                             ";106;BRINSA;"106-127        ";"LAVA  PLATOS                ";"106-127-1119   ";"LIQUIDO                                 ";12;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106270;BX DESMANCHADOR RB DOYPACK X 400;"24 UND X CAJA                                               ";106;BRINSA;"106-442        ";"DESMANCHADORES              ";"106-442-2367   ";"LIQUIDOS                                ";24;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106275;BLANCOX FLORAL MEGA OF X 3800 CC;"1 CAJA X 4 UDS                                              ";106;BRINSA;"106-011        ";"BLANQUEADORES               ";"106-011-0417   ";"PRES. 3800CC                            ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106280;MEZCLA REFISAL POLLO X 6;"4 DP X 6 UND                                                ";106;BRINSA;106-018;MEZCLAS;106-018-2370;MEZCLAS;4;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106281;MEZCLA REFISAL HIERBAS X 6;"4 DP X 6 UND                                                ";106;BRINSA;106-018;MEZCLAS;106-018-2370;MEZCLAS;4;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106282;MEZCLA REFISAL COCINA X 6;"4 DP X 6 UND                                                ";106;BRINSA;106-018;MEZCLAS;106-018-2370;MEZCLAS;4;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106283;MEZCLA REFISAL AJOS X 6;"4 DP X 6 UND                                                ";106;BRINSA;106-018;MEZCLAS;106-018-2370;MEZCLAS;4;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106285;MEZCLA REFISAL PARA MICHELAR 200 GR;"12 UND X 200 GR                                             ";106;BRINSA;106-018;MEZCLAS;106-018-2370;MEZCLAS;12;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106296;LOZA CREM LIQ ANTIBACT x 850 GT ESPONJ;"12 UDS X 850 GR                                             ";106;BRINSA;"106-127        ";"LAVA  PLATOS                ";"106-127-1119   ";"LIQUIDO                                 ";12;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106297;OF BLX PODER NTRAL PG1600 LLV2000;"1 CJA X 8 UND                                               ";106;BRINSA;"106-011        ";"BLANQUEADORES               ";"106-011-0416   ";"PRES. 2000CC                            ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106302;BLX FLORAL VITAL PG1600 GT400ML;"1 CJA X 8 UND                                               ";106;BRINSA;"106-011        ";"BLANQUEADORES               ";"106-011-0416   ";"PRES. 2000CC                            ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106304;BLANCOX PODER NATURAL X1000 CC;"1 CAJA X 12 UND                                             ";106;BRINSA;"106-011        ";"BLANQUEADORES               ";"106-011-0414   ";"PRES. 1000CC                            ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106311;BLX LIMP VIBR PG4LTS LL5LTS EXT;"4 UND X 5 LTS                                               ";106;BRINSA;"106-318        ";"LIMPIA PISOS                ";"106-318-2292   ";"BLX LIMPIAPISO VIBRANTE                 ";4;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106312;BLX LIMP RELAJ PG4LTS LL5LTS EXT;"4 UND X 5 LTS                                               ";106;BRINSA;"106-318        ";"LIMPIA PISOS                ";"106-318-2289   ";"BLX LIMPIAPISO RELAJANTE                ";4;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106317;BLANCOX FLORAL VITAL X 1000 CC;"1 CAJA X 12 UND                                             ";106;BRINSA;"106-011        ";"BLANQUEADORES               ";"106-011-0414   ";"PRES. 1000CC                            ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106337;OF BLX FLORALX3800+LIMPI VI X900;"1 CAJA X 4 OF                                               ";106;BRINSA;"106-011        ";"BLANQUEADORES               ";"106-011-0417   ";"PRES. 3800CC                            ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106357;SAL REFISAL MARINA BLSX800GR;"10 BLS X 800 GR                                             ";106;BRINSA;"106-012        ";"SAL                         ";"106-012-0123   ";"MARINA                                  ";10;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106361;"LOZA CREM AVENA                         ";"12 UDS X 800 GR                                             ";106;BRINSA;"106-127        ";"LAVA  PLATOS                ";"106-127-1036   ";"CREMA                                   ";12;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106362;LOZA CREM AVENA;"36 UND X 250 GR                                             ";106;BRINSA;"106-127        ";"LAVA  PLATOS                ";"106-127-1036   ";"CREMA                                   ";36;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106363;LOZA CREM AVENA;"24 UDS X 450 GR                                             ";106;BRINSA;"106-127        ";"LAVA  PLATOS                ";"106-127-1036   ";"CREMA                                   ";24;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106364;DESM R.COLOR DOYPACK X 400;"24 UND X CAJA                                               ";106;BRINSA;"106-441        ";"ROPA COLOR                  ";"106-441-0424   ";"ROPA COLOR                              ";24;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106384;DESM R.COLOR DOYPACK X 150;1CJX12UNDX150GR;106;BRINSA;"106-441        ";"ROPA COLOR                  ";"106-441-0424   ";"ROPA COLOR                              ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106387;BLANCOX LIMON FUSION X 1000 CC;"1 CAJA X 12 UND                                             ";106;BRINSA;"106-011        ";"BLANQUEADORES               ";"106-011-0414   ";"PRES. 1000CC                            ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106395;OF BLX BANO PIS500ML GT DYP500ML;"12 UND X CAJA                                               ";106;BRINSA;"106-043        ";"ESPECIALIZADOS              ";"106-043-0101   ";"DESINFEX                                ";12;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106396;BLX DOYAPK DESENG COCINA 500ML;"12 UND X 500 ML                                             ";106;BRINSA;"106-043        ";"ESPECIALIZADOS              ";"106-043-0101   ";"DESINFEX                                ";12;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106397;SAL REFISAL BULTO X 50 KG CORRER;"1 BULTO                                                     ";106;BRINSA;"106-012        ";"SAL                         ";"106-012-0426   ";"ALTAPUREZA                              ";1;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106398;BX DESMANCHADOR RB DOYPACK X 150;1CJX12UNDX150GR;106;BRINSA;"106-442        ";"DESMANCHADORES              ";"106-442-2367   ";"LIQUIDOS                                ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106399;SAL REFISAL LIBRA X 500 GR;"1 PQ x 25 UDS                                               ";106;BRINSA;"106-012        ";"SAL                         ";"106-012-0121   ";"BOLSA                                   ";1;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106400;SAL REFISAL KILO X 1000 GR;"1 PQ X 20 UDS                                               ";106;BRINSA;"106-012        ";"SAL                         ";"106-012-0121   ";"BOLSA                                   ";1;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106401;BX DESMANCHADOR RB DOYPACK X 150;"12 UND X 150 GR                                             ";106;BRINSA;"106-442        ";"DESMANCHADORES              ";"106-442-2367   ";"LIQUIDOS                                ";12;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106405;SALERO REFISAL SLIM 500 GR;"12 UDS X 500 GR                                             ";106;BRINSA;"106-012        ";"SAL                         ";"106-012-0430   ";"SALERO                                  ";12;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106407;SAL LIMON REFISAL 30 GR;"4DPX12UDSX30GR                                              ";106;BRINSA;"106-012        ";"SAL                         ";"106-012-0127   ";"SABORIZADAS                             ";4;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106414;SAL REFISAL X 2 KL X 2000 GR;"1 PQ X 10 UDS                                               ";106;BRINSA;"106-012        ";"SAL                         ";"106-012-0121   ";"BOLSA                                   ";1;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106418;"OF BLX DSGCOCINA PIS500 GT DYP500ML     ";"12 UND X CAJA                                               ";106;BRINSA;"106-043        ";"ESPECIALIZADOS              ";"106-043-0101   ";"DESINFEX                                ";12;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106421;BLANCOX PODER NATURAL X1000 CC TAT;2 MEDCJ X 6 UND;106;BRINSA;"106-011        ";"BLANQUEADORES               ";"106-011-0414   ";"PRES. 1000CC                            ";2;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106422;BLANCOX FLORAL VITAL X1000 CC TAT;"2 MDCJ X 6 UND ";106;BRINSA;"106-011        ";"BLANQUEADORES               ";"106-011-0414   ";"PRES. 1000CC                            ";2;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106438;SALERO REFISAL CIL 750G;"12 UND X CAJA                                               ";106;BRINSA;"106-012        ";"SAL                         ";"106-012-0430   ";"SALERO                                  ";12;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106444;LZ CREM 150 ALOE X17 GTS 2BLQ 500+1LZC 150;"1 PPACK X CAJA                                              ";106;BRINSA;"106-127        ";"LAVA  PLATOS                ";"106-127-1036   ";"CREMA                                   ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106445;LZ CREM 150 LIMON X17 GTS 2BLQ 500+1LZC 150;"1 PPACK X CAJA                                              ";106;BRINSA;"106-127        ";"LAVA  PLATOS                ";"106-127-1036   ";"CREMA                                   ";1;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106451;LOZA CREM ALOE VERA;"36 UND X 250 GR                                             ";106;BRINSA;"106-127        ";"LAVA  PLATOS                ";"106-127-1036   ";"CREMA                                   ";36;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106452;LOZA CREM ALOE VERA;"24 UDS X 450 GR                                             ";106;BRINSA;"106-127        ";"LAVA  PLATOS                ";"106-127-1036   ";"CREMA                                   ";24;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106453;"LOZA CREM ALOE VERA                     ";"12 UDS X 800 GR                                             ";106;BRINSA;"106-127        ";"LAVA  PLATOS                ";"106-127-1036   ";"CREMA                                   ";12;14;PRODUCTOS PARA EL ASEO DEL HOGAR;72;PRODUCTOS DE LIMPIEZA DEL HOGAR (JABÓN PARA ROPA Y COCINA, D
106454;SAL REFISAL LIBRA X 500 GR CORRERIA;"1 PQ x 25 UDS                                               ";106;BRINSA;"106-012        ";"SAL                         ";"106-012-0121   ";"BOLSA                                   ";1;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106455;SAL REFISAL KILO X 1000 GR CORRERIAS;"1 PQ X 20 UDS                                               ";106;BRINSA;"106-012        ";"SAL                         ";"106-012-0121   ";"BOLSA                                   ";1;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106458;SAL REFISAL MARINA BLSX400GR;1PQX15UNDX400GR;106;BRINSA;"106-012        ";"SAL                         ";"106-012-0123   ";"MARINA                                  ";1;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
106484;SAL REFISAL EN SOBRES;"12 DP X 100 UDS                                             ";106;BRINSA;"106-012        ";"SAL                         ";"106-012-0121   ";"BOLSA                                   ";12;1;"ALIMENTOS Y VIVERES EN GENERAL ";10;PRODUCTOS ALIMENTICIOS NO INCLUIDOS ANTERIORMENTE (SALSAS, P
